rule,k,ote,sl_buf,tp_mode,sweep_lb,need_conf,use_idm,h4_trend,session,sides,n,per_yr,pf,net_r,mar,wr,dd,pos_years,avg_rr,gate_pass
15min,3,0.5,0.1,3R,10,3,0,0,kz,"(1, -1)",6720,1001,0.968,-173.6,-0.07,0.304,-355.6,4/8,2.78,False
15min,3,0.5,0.1,3R,10,3,0,1,all,"(1,)",3149,470,1.032,77.6,0.05,0.318,-218.8,5/8,2.79,False
15min,3,0.5,0.1,3R,10,3,0,1,all,"(-1,)",2330,348,0.888,-211.5,-0.11,0.288,-282.4,2/8,2.8,False
15min,3,0.5,0.1,3R,10,3,0,1,all,"(1, -1)",5479,817,0.969,-133.9,-0.04,0.305,-461.3,5/8,2.79,False
15min,3,0.5,0.1,3R,10,3,0,1,kz,"(1,)",1711,255,1.076,99.7,0.1,0.326,-143.0,4/8,2.79,False
15min,3,0.5,0.1,3R,10,3,0,1,kz,"(-1,)",1215,182,0.969,-30.0,-0.04,0.303,-112.6,3/8,2.79,False
15min,3,0.5,0.1,3R,10,3,0,1,kz,"(1, -1)",2926,436,1.031,69.8,0.05,0.316,-209.8,5/8,2.79,False
15min,3,0.5,0.1,3R,10,3,1,0,all,"(1,)",6215,926,1.005,26.4,0.01,0.313,-320.9,3/8,2.79,False
15min,3,0.5,0.1,3R,10,3,1,0,all,"(-1,)",6680,995,0.901,-537.3,-0.13,0.293,-594.8,1/8,2.78,False
15min,3,0.5,0.1,3R,10,3,1,0,all,"(1, -1)",12895,1921,0.95,-510.9,-0.11,0.303,-704.8,2/8,2.78,False
15min,3,0.5,0.1,3R,10,3,1,0,kz,"(1,)",3258,486,1.015,39.1,0.03,0.313,-180.6,4/8,2.78,False
15min,3,0.5,0.1,3R,10,3,1,0,kz,"(-1,)",3462,516,0.924,-212.7,-0.11,0.296,-282.7,1/8,2.78,False
15min,3,0.5,0.1,3R,10,3,1,0,kz,"(1, -1)",6720,1001,0.968,-173.6,-0.07,0.304,-355.6,4/8,2.78,False
15min,3,0.5,0.1,3R,10,3,1,1,all,"(1,)",3149,470,1.032,77.6,0.05,0.318,-218.8,5/8,2.79,False
15min,3,0.5,0.1,3R,10,3,1,1,all,"(-1,)",2330,348,0.888,-211.5,-0.11,0.288,-282.4,2/8,2.8,False
15min,3,0.5,0.1,3R,10,3,1,1,all,"(1, -1)",5479,817,0.969,-133.9,-0.04,0.305,-461.3,5/8,2.79,False
15min,3,0.5,0.1,3R,10,3,1,1,kz,"(1,)",1711,255,1.076,99.7,0.1,0.326,-143.0,4/8,2.79,False
15min,3,0.5,0.1,3R,10,3,1,1,kz,"(-1,)",1215,182,0.969,-30.0,-0.04,0.303,-112.6,3/8,2.79,False
15min,3,0.5,0.1,3R,10,3,1,1,kz,"(1, -1)",2926,436,1.031,69.8,0.05,0.316,-209.8,5/8,2.79,False
15min,3,0.5,0.1,3R,10,4,0,0,all,"(1,)",5901,879,1.014,63.4,0.03,0.314,-280.8,3/8,2.79,False
15min,3,0.5,0.1,3R,10,4,0,0,all,"(-1,)",6302,939,0.902,-501.9,-0.13,0.292,-562.5,0/8,2.79,False
15min,3,0.5,0.1,3R,10,4,0,0,all,"(1, -1)",12203,1818,0.955,-438.5,-0.1,0.302,-634.9,2/8,2.79,False
15min,3,0.5,0.1,3R,10,4,0,0,kz,"(1,)",3061,456,1.024,56.4,0.05,0.313,-156.0,5/8,2.79,False
15min,3,0.5,0.1,3R,10,4,0,0,kz,"(-1,)",3283,489,0.917,-220.4,-0.12,0.293,-283.6,2/8,2.79,False
15min,3,0.5,0.1,3R,10,4,0,0,kz,"(1, -1)",6344,945,0.968,-163.9,-0.08,0.303,-320.7,3/8,2.79,False
15min,3,0.5,0.1,3R,10,4,0,1,all,"(1,)",2970,443,1.027,62.5,0.04,0.316,-218.9,5/8,2.8,False
15min,3,0.5,0.1,3R,10,4,0,1,all,"(-1,)",2203,329,0.899,-179.6,-0.1,0.289,-273.3,3/8,2.8,False
15min,3,0.5,0.1,3R,10,4,0,1,all,"(1, -1)",5173,771,0.971,-117.1,-0.04,0.305,-452.2,5/8,2.8,False
15min,3,0.5,0.1,3R,10,4,0,1,kz,"(1,)",1604,239,1.07,86.5,0.09,0.324,-136.5,4/8,2.8,False
15min,3,0.5,0.1,3R,10,4,0,1,kz,"(-1,)",1148,172,0.979,-19.0,-0.03,0.304,-100.8,3/8,2.8,False
15min,3,0.5,0.1,3R,10,4,0,1,kz,"(1, -1)",2752,410,1.032,67.5,0.05,0.315,-189.2,5/8,2.8,False
15min,3,0.5,0.1,3R,10,4,1,0,all,"(1,)",5901,879,1.014,63.4,0.03,0.314,-280.8,3/8,2.79,False
15min,3,0.5,0.1,3R,10,4,1,0,all,"(-1,)",6302,939,0.902,-501.9,-0.13,0.292,-562.5,0/8,2.79,False
15min,3,0.5,0.1,3R,10,4,1,0,all,"(1, -1)",12203,1818,0.955,-438.5,-0.1,0.302,-634.9,2/8,2.79,False
15min,3,0.5,0.1,3R,10,4,1,0,kz,"(1,)",3061,456,1.024,56.4,0.05,0.313,-156.0,5/8,2.79,False
15min,3,0.5,0.1,3R,10,4,1,0,kz,"(-1,)",3283,489,0.917,-220.4,-0.12,0.293,-283.6,2/8,2.79,False
15min,3,0.5,0.1,3R,10,4,1,0,kz,"(1, -1)",6344,945,0.968,-163.9,-0.08,0.303,-320.7,3/8,2.79,False
15min,3,0.5,0.1,3R,10,4,1,1,all,"(1,)",2970,443,1.027,62.5,0.04,0.316,-218.9,5/8,2.8,False
15min,3,0.5,0.1,3R,10,4,1,1,all,"(-1,)",2203,329,0.899,-179.6,-0.1,0.289,-273.3,3/8,2.8,False
15min,3,0.5,0.1,3R,10,4,1,1,all,"(1, -1)",5173,771,0.971,-117.1,-0.04,0.305,-452.2,5/8,2.8,False
15min,3,0.5,0.1,3R,10,4,1,1,kz,"(1,)",1604,239,1.07,86.5,0.09,0.324,-136.5,4/8,2.8,False
15min,3,0.5,0.1,3R,10,4,1,1,kz,"(-1,)",1148,172,0.979,-19.0,-0.03,0.304,-100.8,3/8,2.8,False
15min,3,0.5,0.1,3R,10,4,1,1,kz,"(1, -1)",2752,410,1.032,67.5,0.05,0.315,-189.2,5/8,2.8,False
15min,3,0.5,0.1,3R,10,5,0,0,all,"(1,)",4334,646,1.037,123.0,0.09,0.311,-211.5,5/8,2.83,False
15min,3,0.5,0.1,3R,10,5,0,0,all,"(-1,)",4502,671,0.892,-391.7,-0.13,0.282,-433.8,1/8,2.83,False
15min,3,0.5,0.1,3R,10,5,0,0,all,"(1, -1)",8836,1317,0.961,-268.7,-0.1,0.296,-419.1,3/8,2.83,False
15min,3,0.5,0.1,3R,10,5,0,0,kz,"(1,)",2254,336,1.028,49.5,0.07,0.308,-111.1,4/8,2.82,False
15min,3,0.5,0.1,3R,10,5,0,0,kz,"(-1,)",2337,349,0.885,-216.4,-0.13,0.278,-258.0,1/8,2.83,False
15min,3,0.5,0.1,3R,10,5,0,0,kz,"(1, -1)",4591,684,0.954,-166.9,-0.12,0.293,-211.5,2/8,2.83,False
15min,3,0.5,0.1,3R,10,5,0,1,all,"(1,)",2199,328,1.034,56.7,0.05,0.311,-169.7,5/8,2.83,False
15min,3,0.5,0.1,3R,10,5,0,1,all,"(-1,)",1596,239,0.894,-136.1,-0.09,0.281,-227.0,4/8,2.84,False
15min,3,0.5,0.1,3R,10,5,0,1,all,"(1, -1)",3795,566,0.973,-79.4,-0.03,0.298,-352.2,5/8,2.84,False
15min,3,0.5,0.1,3R,10,5,0,1,kz,"(1,)",1204,180,1.062,57.3,0.09,0.316,-90.8,4/8,2.83,False
15min,3,0.5,0.1,3R,10,5,0,1,kz,"(-1,)",822,123,0.957,-28.3,-0.04,0.291,-100.6,4/8,2.84,False
15min,3,0.5,0.1,3R,10,5,0,1,kz,"(1, -1)",2026,303,1.018,29.1,0.03,0.306,-140.4,5/8,2.83,False
15min,3,0.5,0.1,3R,10,5,1,0,all,"(1,)",4334,646,1.037,123.0,0.09,0.311,-211.5,5/8,2.83,False
15min,3,0.5,0.1,3R,10,5,1,0,all,"(-1,)",4502,671,0.892,-391.7,-0.13,0.282,-433.8,1/8,2.83,False
15min,3,0.5,0.1,3R,10,5,1,0,all,"(1, -1)",8836,1317,0.961,-268.7,-0.1,0.296,-419.1,3/8,2.83,False
15min,3,0.5,0.1,3R,10,5,1,0,kz,"(1,)",2254,336,1.028,49.5,0.07,0.308,-111.1,4/8,2.82,False
15min,3,0.5,0.1,3R,10,5,1,0,kz,"(-1,)",2337,349,0.885,-216.4,-0.13,0.278,-258.0,1/8,2.83,False
15min,3,0.5,0.1,3R,10,5,1,0,kz,"(1, -1)",4591,684,0.954,-166.9,-0.12,0.293,-211.5,2/8,2.83,False
15min,3,0.5,0.1,3R,10,5,1,1,all,"(1,)",2199,328,1.034,56.7,0.05,0.311,-169.7,5/8,2.83,False
15min,3,0.5,0.1,3R,10,5,1,1,all,"(-1,)",1596,239,0.894,-136.1,-0.09,0.281,-227.0,4/8,2.84,False
15min,3,0.5,0.1,3R,10,5,1,1,all,"(1, -1)",3795,566,0.973,-79.4,-0.03,0.298,-352.2,5/8,2.84,False
15min,3,0.5,0.1,3R,10,5,1,1,kz,"(1,)",1204,180,1.062,57.3,0.09,0.316,-90.8,4/8,2.83,False
15min,3,0.5,0.1,3R,10,5,1,1,kz,"(-1,)",822,123,0.957,-28.3,-0.04,0.291,-100.6,4/8,2.84,False
15min,3,0.5,0.1,3R,10,5,1,1,kz,"(1, -1)",2026,303,1.018,29.1,0.03,0.306,-140.4,5/8,2.83,False
15min,3,0.5,0.25,2R,3,3,0,0,all,"(1,)",5097,759,0.91,-319.9,-0.11,0.376,-430.3,2/8,1.86,False
15min,3,0.5,0.25,2R,3,3,0,0,all,"(-1,)",5460,814,0.832,-663.9,-0.14,0.358,-688.5,1/8,1.85,False
15min,3,0.5,0.25,2R,3,3,0,0,all,"(1, -1)",10557,1573,0.869,-983.8,-0.14,0.367,-1035.2,0/8,1.86,False
15min,3,0.5,0.25,2R,3,3,0,0,kz,"(1,)",2676,399,0.909,-172.5,-0.1,0.376,-261.0,3/8,1.86,False
15min,3,0.5,0.25,2R,3,3,0,0,kz,"(-1,)",2851,425,0.859,-287.3,-0.13,0.364,-328.3,1/8,1.85,False
15min,3,0.5,0.25,2R,3,3,0,0,kz,"(1, -1)",5527,824,0.883,-459.8,-0.13,0.369,-525.5,1/8,1.86,False
15min,3,0.5,0.25,2R,3,3,0,1,all,"(1,)",2648,395,0.916,-153.9,-0.09,0.377,-242.3,3/8,1.86,False
15min,3,0.5,0.25,2R,3,3,0,1,all,"(-1,)",1901,285,0.841,-217.2,-0.14,0.358,-236.6,1/8,1.86,False
15min,3,0.5,0.25,2R,3,3,0,1,all,"(1, -1)",4549,679,0.884,-371.1,-0.12,0.369,-462.0,2/8,1.86,False
15min,3,0.5,0.25,2R,3,3,0,1,kz,"(1,)",1456,217,0.936,-64.5,-0.07,0.383,-135.5,4/8,1.86,False
15min,3,0.5,0.25,2R,3,3,0,1,kz,"(-1,)",1029,154,0.934,-47.5,-0.07,0.38,-99.3,3/8,1.86,False
15min,3,0.5,0.25,2R,3,3,0,1,kz,"(1, -1)",2485,371,0.935,-112.0,-0.08,0.382,-217.9,4/8,1.86,False
15min,3,0.5,0.25,2R,3,3,1,0,all,"(1,)",5097,759,0.91,-319.9,-0.11,0.376,-430.3,2/8,1.86,False
15min,3,0.5,0.25,2R,3,3,1,0,all,"(-1,)",5460,814,0.832,-663.9,-0.14,0.358,-688.5,1/8,1.85,False
15min,3,0.5,0.25,2R,3,3,1,0,all,"(1, -1)",10557,1573,0.869,-983.8,-0.14,0.367,-1035.2,0/8,1.86,False
15min,3,0.5,0.25,2R,3,3,1,0,kz,"(1,)",2676,399,0.909,-172.5,-0.1,0.376,-261.0,3/8,1.86,False
15min,3,0.5,0.25,2R,3,3,1,0,kz,"(-1,)",2851,425,0.859,-287.3,-0.13,0.364,-328.3,1/8,1.85,False
15min,3,0.5,0.25,2R,3,3,1,0,kz,"(1, -1)",5527,824,0.883,-459.8,-0.13,0.369,-525.5,1/8,1.86,False
15min,3,0.5,0.25,2R,3,3,1,1,all,"(1,)",2648,395,0.916,-153.9,-0.09,0.377,-242.3,3/8,1.86,False
15min,3,0.5,0.25,2R,3,3,1,1,all,"(-1,)",1901,285,0.841,-217.2,-0.14,0.358,-236.6,1/8,1.86,False
15min,3,0.5,0.25,2R,3,3,1,1,all,"(1, -1)",4549,679,0.884,-371.1,-0.12,0.369,-462.0,2/8,1.86,False
15min,3,0.5,0.25,2R,3,3,1,1,kz,"(1,)",1456,217,0.936,-64.5,-0.07,0.383,-135.5,4/8,1.86,False
15min,3,0.5,0.25,2R,3,3,1,1,kz,"(-1,)",1029,154,0.934,-47.5,-0.07,0.38,-99.3,3/8,1.86,False
15min,3,0.5,0.25,2R,3,3,1,1,kz,"(1, -1)",2485,371,0.935,-112.0,-0.08,0.382,-217.9,4/8,1.86,False
15min,3,0.5,0.25,2R,3,4,0,0,all,"(1,)",4864,725,0.915,-290.1,-0.11,0.376,-395.7,3/8,1.86,False
15min,3,0.5,0.25,2R,3,4,0,0,all,"(-1,)",5184,773,0.834,-619.1,-0.14,0.357,-648.8,0/8,1.86,False
15min,3,0.5,0.25,2R,3,4,0,0,all,"(1, -1)",10048,1497,0.873,-909.2,-0.14,0.366,-963.5,0/8,1.86,False
15min,3,0.5,0.25,2R,3,4,0,0,kz,"(1,)",2531,377,0.92,-142.0,-0.09,0.377,-225.3,3/8,1.86,False
15min,3,0.5,0.25,2R,3,4,0,0,kz,"(-1,)",2719,405,0.858,-277.0,-0.13,0.362,-315.5,1/8,1.86,False
15min,3,0.5,0.25,2R,3,4,0,0,kz,"(1, -1)",5250,782,0.887,-419.0,-0.13,0.369,-482.7,1/8,1.86,False
15min,3,0.5,0.25,2R,3,4,0,1,all,"(1,)",2513,375,0.912,-154.2,-0.1,0.375,-241.0,3/8,1.87,False
15min,3,0.5,0.25,2R,3,4,0,1,all,"(-1,)",1807,271,0.849,-195.6,-0.13,0.359,-218.3,1/8,1.87,False
15min,3,0.5,0.25,2R,3,4,0,1,all,"(1, -1)",4320,644,0.885,-349.7,-0.12,0.368,-446.9,2/8,1.87,False
15min,3,0.5,0.25,2R,3,4,0,1,kz,"(1,)",1377,206,0.934,-63.1,-0.07,0.381,-127.8,4/8,1.87,False
15min,3,0.5,0.25,2R,3,4,0,1,kz,"(-1,)",979,147,0.942,-39.5,-0.06,0.381,-91.6,4/8,1.87,False
15min,3,0.5,0.25,2R,3,4,0,1,kz,"(1, -1)",2356,352,0.937,-102.6,-0.08,0.381,-203.5,3/8,1.87,False
15min,3,0.5,0.25,2R,3,4,1,0,all,"(1,)",4864,725,0.915,-290.1,-0.11,0.376,-395.7,3/8,1.86,False
15min,3,0.5,0.25,2R,3,4,1,0,all,"(-1,)",5184,773,0.834,-619.1,-0.14,0.357,-648.8,0/8,1.86,False
15min,3,0.5,0.25,2R,3,4,1,0,all,"(1, -1)",10048,1497,0.873,-909.2,-0.14,0.366,-963.5,0/8,1.86,False
15min,3,0.5,0.25,2R,3,4,1,0,kz,"(1,)",2531,377,0.92,-142.0,-0.09,0.377,-225.3,3/8,1.86,False
15min,3,0.5,0.25,2R,3,4,1,0,kz,"(-1,)",2719,405,0.858,-277.0,-0.13,0.362,-315.5,1/8,1.86,False
15min,3,0.5,0.25,2R,3,4,1,0,kz,"(1, -1)",5250,782,0.887,-419.0,-0.13,0.369,-482.7,1/8,1.86,False
15min,3,0.5,0.25,2R,3,4,1,1,all,"(1,)",2513,375,0.912,-154.2,-0.1,0.375,-241.0,3/8,1.87,False
15min,3,0.5,0.25,2R,3,4,1,1,all,"(-1,)",1807,271,0.849,-195.6,-0.13,0.359,-218.3,1/8,1.87,False
15min,3,0.5,0.25,2R,3,4,1,1,all,"(1, -1)",4320,644,0.885,-349.7,-0.12,0.368,-446.9,2/8,1.87,False
15min,3,0.5,0.25,2R,3,4,1,1,kz,"(1,)",1377,206,0.934,-63.1,-0.07,0.381,-127.8,4/8,1.87,False
15min,3,0.5,0.25,2R,3,4,1,1,kz,"(-1,)",979,147,0.942,-39.5,-0.06,0.381,-91.6,4/8,1.87,False
15min,3,0.5,0.25,2R,3,4,1,1,kz,"(1, -1)",2356,352,0.937,-102.6,-0.08,0.381,-203.5,3/8,1.87,False
15min,3,0.5,0.25,2R,3,5,0,0,all,"(1,)",3619,539,0.948,-130.5,-0.08,0.375,-239.0,3/8,1.89,False
15min,3,0.5,0.25,2R,3,5,0,0,all,"(-1,)",3729,556,0.836,-438.7,-0.14,0.349,-462.8,0/8,1.89,False
15min,3,0.5,0.25,2R,3,5,0,0,all,"(1, -1)",7348,1095,0.89,-569.1,-0.13,0.362,-641.4,1/8,1.89,False
15min,3,0.5,0.25,2R,3,5,0,0,kz,"(1,)",1875,280,0.951,-63.0,-0.07,0.376,-130.8,4/8,1.89,False
15min,3,0.5,0.25,2R,3,5,0,0,kz,"(-1,)",1959,293,0.857,-200.1,-0.13,0.353,-228.8,1/8,1.89,False
15min,3,0.5,0.25,2R,3,5,0,0,kz,"(1, -1)",3834,572,0.902,-263.1,-0.13,0.364,-301.5,2/8,1.89,False
15min,3,0.5,0.25,2R,3,5,0,1,all,"(1,)",1883,281,0.917,-107.8,-0.1,0.367,-160.0,3/8,1.89,False
15min,3,0.5,0.25,2R,3,5,0,1,all,"(-1,)",1317,197,0.882,-110.0,-0.11,0.36,-156.1,1/8,1.9,False
15min,3,0.5,0.25,2R,3,5,0,1,all,"(1, -1)",3200,477,0.903,-217.8,-0.11,0.364,-301.3,2/8,1.89,False
15min,3,0.5,0.25,2R,3,5,0,1,kz,"(1,)",1038,157,0.938,-44.6,-0.08,0.374,-83.5,4/8,1.89,False
15min,3,0.5,0.25,2R,3,5,0,1,kz,"(-1,)",712,107,0.994,-3.0,-0.01,0.385,-63.4,4/8,1.89,False
15min,3,0.5,0.25,2R,3,5,0,1,kz,"(1, -1)",1750,262,0.96,-47.6,-0.05,0.378,-130.2,3/8,1.89,False
15min,3,0.5,0.25,2R,3,5,1,0,all,"(1,)",3619,539,0.948,-130.5,-0.08,0.375,-239.0,3/8,1.89,False
15min,3,0.5,0.25,2R,3,5,1,0,all,"(-1,)",3729,556,0.836,-438.7,-0.14,0.349,-462.8,0/8,1.89,False
15min,3,0.5,0.25,2R,3,5,1,0,all,"(1, -1)",7348,1095,0.89,-569.1,-0.13,0.362,-641.4,1/8,1.89,False
15min,3,0.5,0.25,2R,3,5,1,0,kz,"(1,)",1875,280,0.951,-63.0,-0.07,0.376,-130.8,4/8,1.89,False
15min,3,0.5,0.25,2R,3,5,1,0,kz,"(-1,)",1959,293,0.857,-200.1,-0.13,0.353,-228.8,1/8,1.89,False
15min,3,0.5,0.25,2R,3,5,1,0,kz,"(1, -1)",3834,572,0.902,-263.1,-0.13,0.364,-301.5,2/8,1.89,False
15min,3,0.5,0.25,2R,3,5,1,1,all,"(1,)",1883,281,0.917,-107.8,-0.1,0.367,-160.0,3/8,1.89,False
15min,3,0.5,0.25,2R,3,5,1,1,all,"(-1,)",1317,197,0.882,-110.0,-0.11,0.36,-156.1,1/8,1.9,False
15min,3,0.5,0.25,2R,3,5,1,1,all,"(1, -1)",3200,477,0.903,-217.8,-0.11,0.364,-301.3,2/8,1.89,False
15min,3,0.5,0.25,2R,3,5,1,1,kz,"(1,)",1038,157,0.938,-44.6,-0.08,0.374,-83.5,4/8,1.89,False
15min,3,0.5,0.25,2R,3,5,1,1,kz,"(-1,)",712,107,0.994,-3.0,-0.01,0.385,-63.4,4/8,1.89,False
15min,3,0.5,0.25,2R,3,5,1,1,kz,"(1, -1)",1750,262,0.96,-47.6,-0.05,0.378,-130.2,3/8,1.89,False
15min,3,0.5,0.25,2R,6,3,0,0,all,"(1,)",5851,872,0.911,-363.7,-0.11,0.377,-477.5,3/8,1.86,False
15min,3,0.5,0.25,2R,6,3,0,0,all,"(-1,)",6273,935,0.82,-819.4,-0.14,0.356,-855.9,0/8,1.85,False
15min,3,0.5,0.25,2R,6,3,0,0,all,"(1, -1)",12124,1806,0.863,-1183.1,-0.14,0.366,-1238.5,0/8,1.86,False
15min,3,0.5,0.25,2R,6,3,0,0,kz,"(1,)",3068,457,0.931,-148.7,-0.09,0.381,-259.6,3/8,1.86,False
15min,3,0.5,0.25,2R,6,3,0,0,kz,"(-1,)",3259,486,0.841,-372.7,-0.13,0.36,-428.4,1/8,1.85,False
15min,3,0.5,0.25,2R,6,3,0,0,kz,"(1, -1)",6327,942,0.884,-521.4,-0.13,0.37,-593.6,1/8,1.85,False
15min,3,0.5,0.25,2R,6,3,0,1,all,"(1,)",2990,446,0.942,-119.4,-0.08,0.383,-234.2,3/8,1.86,False
15min,3,0.5,0.25,2R,6,3,0,1,all,"(-1,)",2168,324,0.844,-243.2,-0.13,0.359,-271.5,1/8,1.86,False
15min,3,0.5,0.25,2R,6,3,0,1,all,"(1, -1)",5158,769,0.9,-362.6,-0.11,0.373,-491.1,3/8,1.86,False
15min,3,0.5,0.25,2R,6,3,0,1,kz,"(1,)",1638,244,0.982,-20.3,-0.02,0.394,-128.2,4/8,1.86,False
15min,3,0.5,0.25,2R,6,3,0,1,kz,"(-1,)",1147,172,0.933,-53.3,-0.07,0.381,-113.4,3/8,1.86,False
15min,3,0.5,0.25,2R,6,3,0,1,kz,"(1, -1)",2785,415,0.962,-73.7,-0.05,0.389,-215.5,4/8,1.86,False
15min,3,0.5,0.25,2R,6,3,1,0,all,"(1,)",5851,872,0.911,-363.7,-0.11,0.377,-477.5,3/8,1.86,False
15min,3,0.5,0.25,2R,6,3,1,0,all,"(-1,)",6273,935,0.82,-819.4,-0.14,0.356,-855.9,0/8,1.85,False
15min,3,0.5,0.25,2R,6,3,1,0,all,"(1, -1)",12124,1806,0.863,-1183.1,-0.14,0.366,-1238.5,0/8,1.86,False
15min,3,0.5,0.25,2R,6,3,1,0,kz,"(1,)",3068,457,0.931,-148.7,-0.09,0.381,-259.6,3/8,1.86,False
15min,3,0.5,0.25,2R,6,3,1,0,kz,"(-1,)",3259,486,0.841,-372.7,-0.13,0.36,-428.4,1/8,1.85,False
15min,3,0.5,0.25,2R,6,3,1,0,kz,"(1, -1)",6327,942,0.884,-521.4,-0.13,0.37,-593.6,1/8,1.85,False
15min,3,0.5,0.25,2R,6,3,1,1,all,"(1,)",2990,446,0.942,-119.4,-0.08,0.383,-234.2,3/8,1.86,False
15min,3,0.5,0.25,2R,6,3,1,1,all,"(-1,)",2168,324,0.844,-243.2,-0.13,0.359,-271.5,1/8,1.86,False
15min,3,0.5,0.25,2R,6,3,1,1,all,"(1, -1)",5158,769,0.9,-362.6,-0.11,0.373,-491.1,3/8,1.86,False
15min,3,0.5,0.25,2R,6,3,1,1,kz,"(1,)",1638,244,0.982,-20.3,-0.02,0.394,-128.2,4/8,1.86,False
15min,3,0.5,0.25,2R,6,3,1,1,kz,"(-1,)",1147,172,0.933,-53.3,-0.07,0.381,-113.4,3/8,1.86,False
15min,3,0.5,0.25,2R,6,3,1,1,kz,"(1, -1)",2785,415,0.962,-73.7,-0.05,0.389,-215.5,4/8,1.86,False
15min,3,0.5,0.25,2R,6,4,0,0,all,"(1,)",5561,829,0.916,-328.3,-0.11,0.376,-437.9,3/8,1.86,False
15min,3,0.5,0.25,2R,6,4,0,0,all,"(-1,)",5936,885,0.817,-789.8,-0.14,0.353,-833.8,0/8,1.86,False
15min,3,0.5,0.25,2R,6,4,0,0,all,"(1, -1)",11497,1713,0.864,-1118.1,-0.14,0.364,-1175.4,0/8,1.86,False
15min,3,0.5,0.25,2R,6,4,0,0,kz,"(1,)",2887,430,0.938,-123.6,-0.08,0.381,-225.3,3/8,1.86,False
15min,3,0.5,0.25,2R,6,4,0,0,kz,"(-1,)",3103,463,0.834,-372.5,-0.13,0.356,-424.1,1/8,1.86,False
15min,3,0.5,0.25,2R,6,4,0,0,kz,"(1, -1)",5990,892,0.883,-496.1,-0.13,0.368,-565.6,1/8,1.86,False
15min,3,0.5,0.25,2R,6,4,0,1,all,"(1,)",2825,421,0.94,-117.0,-0.08,0.382,-222.3,3/8,1.87,False
15min,3,0.5,0.25,2R,6,4,0,1,all,"(-1,)",2055,307,0.849,-223.0,-0.13,0.359,-262.2,2/8,1.87,False
15min,3,0.5,0.25,2R,6,4,0,1,all,"(1, -1)",4880,728,0.901,-340.0,-0.11,0.372,-475.1,2/8,1.87,False
15min,3,0.5,0.25,2R,6,4,0,1,kz,"(1,)",1539,230,0.982,-19.0,-0.02,0.392,-116.5,4/8,1.87,False
15min,3,0.5,0.25,2R,6,4,0,1,kz,"(-1,)",1088,163,0.935,-49.4,-0.07,0.381,-107.2,4/8,1.86,False
15min,3,0.5,0.25,2R,6,4,0,1,kz,"(1, -1)",2627,392,0.962,-68.4,-0.05,0.388,-201.8,3/8,1.87,False
15min,3,0.5,0.25,2R,6,4,1,0,all,"(1,)",5561,829,0.916,-328.3,-0.11,0.376,-437.9,3/8,1.86,False
15min,3,0.5,0.25,2R,6,4,1,0,all,"(-1,)",5936,885,0.817,-789.8,-0.14,0.353,-833.8,0/8,1.86,False
15min,3,0.5,0.25,2R,6,4,1,0,all,"(1, -1)",11497,1713,0.864,-1118.1,-0.14,0.364,-1175.4,0/8,1.86,False
15min,3,0.5,0.25,2R,6,4,1,0,kz,"(1,)",2887,430,0.938,-123.6,-0.08,0.381,-225.3,3/8,1.86,False
15min,3,0.5,0.25,2R,6,4,1,0,kz,"(-1,)",3103,463,0.834,-372.5,-0.13,0.356,-424.1,1/8,1.86,False
15min,3,0.5,0.25,2R,6,4,1,0,kz,"(1, -1)",5990,892,0.883,-496.1,-0.13,0.368,-565.6,1/8,1.86,False
15min,3,0.5,0.25,2R,6,4,1,1,all,"(1,)",2825,421,0.94,-117.0,-0.08,0.382,-222.3,3/8,1.87,False
15min,3,0.5,0.25,2R,6,4,1,1,all,"(-1,)",2055,307,0.849,-223.0,-0.13,0.359,-262.2,2/8,1.87,False
15min,3,0.5,0.25,2R,6,4,1,1,all,"(1, -1)",4880,728,0.901,-340.0,-0.11,0.372,-475.1,2/8,1.87,False
15min,3,0.5,0.25,2R,6,4,1,1,kz,"(1,)",1539,230,0.982,-19.0,-0.02,0.392,-116.5,4/8,1.87,False
15min,3,0.5,0.25,2R,6,4,1,1,kz,"(-1,)",1088,163,0.935,-49.4,-0.07,0.381,-107.2,4/8,1.86,False
15min,3,0.5,0.25,2R,6,4,1,1,kz,"(1, -1)",2627,392,0.962,-68.4,-0.05,0.388,-201.8,3/8,1.87,False
15min,3,0.5,0.25,2R,6,5,0,0,all,"(1,)",4097,610,0.942,-164.5,-0.1,0.374,-257.4,2/8,1.89,False
15min,3,0.5,0.25,2R,6,5,0,0,all,"(-1,)",4236,632,0.825,-534.7,-0.14,0.346,-565.0,0/8,1.89,False
15min,3,0.5,0.25,2R,6,5,0,0,all,"(1, -1)",8333,1242,0.881,-699.3,-0.14,0.36,-757.5,0/8,1.89,False
15min,3,0.5,0.25,2R,6,5,0,0,kz,"(1,)",2139,319,0.95,-73.1,-0.08,0.376,-129.1,3/8,1.88,False
15min,3,0.5,0.25,2R,6,5,0,0,kz,"(-1,)",2214,330,0.848,-240.3,-0.13,0.351,-273.8,1/8,1.89,False
15min,3,0.5,0.25,2R,6,5,0,0,kz,"(1, -1)",4353,649,0.898,-313.4,-0.13,0.363,-355.5,2/8,1.89,False
15min,3,0.5,0.25,2R,6,5,0,1,all,"(1,)",2101,313,0.947,-76.6,-0.08,0.375,-145.5,5/8,1.89,False
15min,3,0.5,0.25,2R,6,5,0,1,all,"(-1,)",1485,223,0.87,-136.4,-0.11,0.358,-188.3,1/8,1.89,False
